deweyClass,bibNumber,title,DATE(cout),COUNT(bibNumber)
130,3136789,"beginners guide to immortality from alchemy to avatars",2015-10-26,23
133.3242,3113355,"essential Lenormand your guide to precise practical fortunetelling",2015-10-28,23
131,239276,"goal of life or Science and revelation",2015-10-29,1
133.90135,3132647,"Health revelations from heaven and earth",2015-10-30,73
133.3248,3135892,"Sidewalk oracles playing with signs symbols and synchronicity in everyday life",2015-10-31,92
133.91092,3131105,"light between us stories from heaven lessons for the living",2015-10-31,98
133.90135,3132974,"convoluted universe Book Five",2015-11-01,44
133.93,3126552,"Return of the bird tribes",2015-11-01,11
133.43097,3138686,"What were the Salem Witch Trials",2015-11-13,100
131,3131643,"soul searchers handbook the modern girls guide to the new age world",2015-11-19,68
133.5,334401,"Astrology theologized The spiritual hermeneutics of astrology and Holy Writ being a treatise upon the influence of the stars on man and on the art of ruling them by the law of grace reprinted from the original of 1649 with a prefatory essay o",2015-11-30,1
133.59251,3141728,"complete guide to Chinese horoscopes",2015-11-30,59
130,3137854,"omniverse transdimensional intelligence time travel the afterlife and the secret colony on Mars",2015-12-02,37
133.258,3141576,"Plant and fungus totems connect with spirits of field forest and garden",2015-12-03,15
133.91092,3139794,"witch of Lime Street sÃ¢Â€Âšance seduction and Houdini in the spirit world",2015-12-03,14
133.43,3143578,"Sex sorcery and spirit the secrets of erotic magic",2015-12-03,23
133.43,3141597,"Norse goddess magic trancework mythology and ritual",2015-12-04,15
133.8,3143571,"Psychic self defense",2015-12-06,27
130,3136756,"secret teachers of the western world",2015-12-11,43
133.4309,3132569,"astronomer the witch Johannes Keplers fight for his mother",2015-12-13,22
133.3337,3145715,"Classical feng shui for romance sex relationships design your living space for love harmony prosperity",2015-12-15,55
133.92,3145767,"Levitation what it is how it works how to do it",2015-12-16,19
133.43,3145768,"book of practical candle magic includes complete instructions on candle making anointing incense and color symbolism as well as a selection of candle rituals",2015-12-17,18
133.9,3145736,"travelers guide to the astral plane",2015-12-17,29
133.4,3145764,"H P Lovecraft the black magickal tradition the master of horrors influence on modern occultism",2015-12-17,38
133.9013,3145697,"Destiny of souls new case studies of life between lives",2015-12-18,84
133.14,3145735,"evidence for phantom hitch hikers",2015-12-19,8
133.2548,3145749,"key to crystals from healing to divination advice and exercises to unlock your mystical potential",2015-12-19,63
133.8,3145712,"spiritual power of empathy develop your intuitive gifts for compassionate connection",2015-12-20,51
133.43,3145741,"Spell craft for a magical year rituals and enchantements for prosperity power and fortune",2015-12-21,63
133.43,3145734,"complete book of aquarian magic a practical guide to the magical arts",2015-12-21,27
133.43,3145737,"witchs guide to wands a complete botanical magical and elemental guide to making choosing and using the right wand",2015-12-23,43
133.423,3153931,"Vampire legend",2015-12-26,299
133.9013,3147646,"Life after life the bestselling original investigation that revealed near death experiences",2015-12-29,56
133.9013,3145709,"journey after life what happens when we die",2016-01-03,41
133.91092,3131497,"Theres more to life than this healing messages remarkable stories and insight about the other side from the Long Island medium",2016-01-06,13
133.43,3138958,"Do witches exist",2016-01-07,19
133.32424,3145750,"key to tarot from suits to symbolism advice and exercises to unlock your mystical potential",2016-01-08,74
133.43094,3143563,"triumph of the moon a history of modern pagan witchcraft",2016-01-10,32
133.3337,3149325,"Clear your clutter with feng shui",2016-01-10,158
133.52,3145744,"zodiac by degrees",2016-01-15,38
133.93,3143113,"book of mastery a channeled text",2016-01-15,71
133.91092,3154470,"light between us stories from heaven lessons for the living",2016-01-31,25
130,3141344,"super natural a new vision of the unexplained",2016-02-02,58
133.32424,3153652,"creative tarot a modern guide to an inspired life",2016-02-13,143
136.78,150214,"Pattern for Soviet youth a study of the congresses of the Komsomol 1918 1954",2016-02-13,1
136.796,54883,"Childhood and cosmos the social psychology of the Black African child",2016-02-14,11
133.10979,3162306,"Ghost hunters guide to Portland and the Oregon coast",2016-02-18,33
131,3167074,"Seven cups of consciousness change your life by connecting to the higher realms",2016-03-14,48
133.9013,3153696,"Seeking Jordan how I learned the truth about death and the invisible universe",2016-03-22,45
133.58646,3170807,"Linda Goodmans relationship signs",2016-03-25,42
133.90135,3167445,"Health revelations from heaven and earth",2016-03-26,3
133.10952,3166074,"Yurei the Japanese ghost",2016-03-27,47
133.58636,3171337,"Cat zodiac an astrological guide to the feline mystique",2016-04-01,31
133.58302,3170806,"Linda Goodmans Love signs a new approach to the human heart",2016-04-02,42
133.52,3171334,"Blame your planet a wicked astrological tour through the darkside of the zodiac",2016-04-07,37
133.9,3172643,"Raise your vibration 111 practices to increase your spiritual connection",2016-04-24,61
133.14,3175970,"Faeries elementals for beginners learn about communicate with nature spirits",2016-04-30,13
133.892,3175957,"Aura reading for beginners develop your psychic awareness for health success",2016-05-05,36
133.32424,3178523,"365 tarot spells creating the magic in each day",2016-05-08,50
133.5,3170808,"Linda Goodmans Sun signs",2016-05-09,58
133.5861,3167908,"Your body and the stars the zodiac as your wellness guide",2016-05-12,60
133.892,3177915,"Change your aura change your life a step by step guide to unfolding your spiritual power",2016-05-13,50
131,3131089,"Llewellyns complete book of chakras your definitive source of energy center knowledge for health happiness and spiritual evolution",2016-05-14,111
133.9,3177226,"missing element inspiring compassion for the human condition",2016-05-20,38
133.91,3170340,"happy medium life lessons from the other side",2016-05-28,45
130.973,3182126,"Heres to my sweet Satan how the occult haunted music movies and pop culture 1966 1980",2016-05-31,32
133.33,3191194,"Runes plain and simple the only book youll ever need",2016-06-10,51
133.43,3183813,"big book of practical spells everyday magic that works",2016-06-11,79
133.90135,3183850,"past life perspective discovering your true nature across multiple lifetimes",2016-06-12,41
133.9013,3176298,"Near death experiences understanding our visions of the afterlife",2016-06-12,16
133.532,3183636,"Moon wisdom transform your life using the moons signs and cycles",2016-06-13,56
133.3337,3183645,"Lillian Toos 168 ways to declutter your home and re energize your life",2016-06-16,125
133.43,3178525,"Witchcraft a handbook of magic spells and potions",2016-06-17,128
133.5,3191544,"Spiritual astrology a path to divine awakening",2016-06-20,69
133.40941,379111,"discovery of witches a study of Master Matthew Hopkins commonly calld Witch finder generall",2016-06-21,1
133.2548,3178524,"second book of crystal spells more magical uses for stones crystals minerals and even salt",2016-06-23,46
133.9,3194886,"Life between heaven and earth what you didnt know about the world hereafter and how it can help you",2016-06-25,51
133.32424,3184419,"365 tarot spreads revealing the magic in each day",2016-06-25,44
133.5,3191555,"astrology of success a guide to illuminate your inborn gifts for achieving career success and life fulfillment",2016-06-26,40
133.6,3191496,"art and science of hand reading classical methods for self discovery through palmistry",2016-06-27,53
133.43,3191509,"Earth magic a wisewomans guide to herbal astrological and other folk wisdom",2016-06-27,38
133.9013,3183864,"What is a near death experience",2016-07-12,20
133.1,3178550,"Under spiritual siege how ghosts and demons affect us and how to combat them",2016-07-13,30
133.86,3194055,"Future memory",2016-07-13,23
133.9013,3197083,"gifts of near death experiences you dont have to die to experience your true home",2016-07-14,28
133.5,3183807,"Astrology secrets of the moon discover your true life path and purpose",2016-07-14,52
133.32424,3196470,"Tarot mysteries rediscovering the real meaning of the cards",2016-07-17,58
133.43,3196429,"green Wiccan herbal 52 magical herbs plus spells and witchy rituals",2016-07-17,69
131,3196440,"little bit of chakras an introduction to energy healing",2016-07-18,66
133.9013,3197502,"God and the afterlife the groundbreaking new evidence for God and near death experience",2016-07-18,49
133.32424,3197921,"tarot handbook practical applications of ancient visual symbols",2016-07-22,66
133.42609,3199676,"devils of Loudun",2016-07-28,24
133.12,3203766,"Ghostly encounters confessions of a paranormal investigator",2016-08-12,16
133.8,3195706,"Psychonavigation techniques for travel beyond time",2016-08-13,8
133.43,3196450,"modern witchcraft grimoire your complete guide to creating your own book of shadows",2016-08-13,80
133.32424,3196443,"Llewellyns complete book of tarot a comprehensive guide",2016-08-14,22
130,3202113,"ascension mysteries revealing the cosmic battle between good and evil",2016-08-27,66
133.9013,3207236,"Dying to wake up a doctors voyage into the afterlife and the wisdom he brought back",2016-08-28,63
133.43,3202653,"Fairycraft following the path of fairy witchcraft",2016-09-01,43
133.43097,3210322,"American witches a broomstick tour through four centuries",2016-09-21,37
133.43094,3209512,"Witch hunts a graphic history of the burning times",2016-09-23,15
133.9,3212776,"Let your spirit guides speak a simple guide for a life of purpose abundance and joy",2016-10-02,48
133.12974,3214304,"Amityville horror",2016-10-09,24
133.43097,3204887,"season with the witch the magic and mayhem of Halloween in Salem Massachusetts",2016-10-19,30
133.10973,3198552,"Ghostland an American history in haunted places",2016-10-21,198
133.122,3207516,"Americas most haunted hotels checking in with uninvited guests",2016-10-21,30
133.5,3210257,"Cosmopolitan bedside astrologer the ultimate guide to your star power",2016-10-21,45
133.91,3216627,"Believe ask act divine steps to raise your intuition create change and discover happiness",2016-10-23,38
131,3217888,"How The Secret changed my life real people real stories",2016-11-03,54
133.533,3217828,"power of Mercury understanding Mercury retrograde and unlocking the astrological secrets of communication",2016-11-05,44
133.44,3202115,"book of kitchen witchery spells recipes and rituals for magical meals an enchanted garden and a happy home",2016-11-06,49
132,186275,"split level trap",2016-11-07,2
133.91,3219679,"When heaven touches earth a little book of miracles marvels and wonders",2016-11-12,27
133.91,3219625,"Between two worlds lessons from the other side",2016-11-17,51
133.32424,3219672,"Tarot for one the art of reading for yourself",2016-11-17,67
133.4,3219497,"occult witchcraft magic an illustrated history",2016-11-19,58
133.1,3219455,"Ghost hunters handbook supernatural explorations for kids",2016-11-19,84
133.10971,3220293,"strange little place the hauntings unexplained events of one small town",2016-11-21,24
133.9,3214869,"Guided reclaiming the intuitive voice of your soul",2016-12-01,31
137,286384,"Lets be normal The psychologist comes to his senses",2016-12-07,1
133.2548,3219674,"ultimate guide to crystals stones a practical path to personal power self development and healing",2016-12-09,80
